timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-03-01T06:07:30,13.2,0.9,5.63,13.2,1.7,7.403,,,,12.8,0.8,4.074
2021-03-02T07:07:30,13.8,0.9,4.654,13.2,1.4,8.906,,,,13.6,1.7,2.548
2021-03-03T06:59:30,13.8,1.2,7.961,13.2,1.5,8.855,,,,16.2,1.9,2.989
2021-03-04T07:08:30,14.0,1.4,6.222,13.6,1.1,8.602,,,,15.6,2.2,5.12
2021-03-05T06:35:30,14.0,1.4,5.321,13.6,1.0,7.021,,,,13.8,1.5,3.52
2021-03-06T07:14:00,14.4,2.1,5.032,14.4,2.1,5.032,,,,15.0,1.5,2.519
2021-03-07T07:06:00,13.6,1.6,10.376,13.6,1.6,10.376,,,,13.6,0.7,2.882
2021-03-08T06:25:30,13.2,1.0,7.218,13.0,1.3,11.623,,,,11.6,0.7,3.047
2021-03-09T06:42:30,13.4,1.3,4.516,13.4,1.4,4.368,,,,14.6,1.9,4.619
2021-03-10T06:49:30,14.4,1.0,7.305,14.0,0.9,9.261,,,,13.6,2.4,2.784
2021-03-11T06:44:30,13.2,1.3,7.68,13.2,1.3,7.68,,,,11.4,0.4,4.142
2021-03-12T06:38:30,13.6,1.4,5.822,13.6,1.4,5.822,,,,14.2,2.6,3.324
2021-03-13T06:13:30,14.8,0.8,4.592,14.0,1.5,4.884,,,,-1.0,0.0,1.834
2021-03-14T07:43:30,14.2,2.1,4.288,13.2,1.5,5.203,,,,12.2,0.8,3.689
2021-03-15T07:33:30,12.8,0.6,5.516,13.4,1.3,8.519,,,,13.6,2.3,4.358
2021-03-16T06:11:30,13.6,1.2,6.157,13.0,1.3,9.29,,,,12.0,0.7,5.902
2021-03-17T07:46:30,14.2,1.2,5.158,13.4,1.3,4.276,,,,15.2,0.6,3.765
2021-03-18T07:05:30,14.0,1.3,5.289,13.2,1.3,9.129,,,,14.0,0.7,3.174
2021-03-19T06:52:30,12.2,0.8,7.93,13.2,1.4,8.675,,,,13.6,1.9,2.732
2021-03-20T07:31:30,14.8,0.7,7.464,14.0,1.4,5.177,,,,12.4,0.6,2.533
2021-03-21T07:02:30,13.6,1.1,7.081,13.2,1.2,7.732,,,,13.8,1.1,2.559
2021-03-22T01:01:30,13.8,1.1,5.492,13.8,1.1,5.492,,,,-1.0,0.0,2.295
2021-03-22T07:14:30,13.0,0.8,8.45,12.8,0.8,7.757,,,,-1.0,0.0,2.031
2021-03-23T06:36:30,13.0,1.3,5.142,13.4,1.4,9.177,,,,12.0,2.8,2.712
2021-03-24T07:07:30,13.6,1.1,4.917,13.4,0.9,8.251,,,,14.0,2.9,4.533
2021-03-25T07:17:30,12.8,1.5,8.051,12.8,1.5,8.051,,,,12.6,1.0,2.699
2021-03-26T07:07:00,13.2,1.4,5.654,13.2,1.4,5.654,,,,13.4,1.9,5.106
2021-03-27T06:56:30,14.8,0.5,4.204,14.2,0.8,4.517,,,,14.0,0.5,2.598
2021-03-28T07:29:30,16.6,1.3,4.363,14.6,0.9,5.935,,,,-1.0,0.0,1.566
2021-03-29T06:46:30,14.2,1.1,5.948,13.8,1.2,5.727,,,,14.8,2.0,7.267
2021-03-30T06:46:30,14.4,1.7,4.951,13.6,1.2,7.691,,,,15.8,0.7,3.01
2021-03-31T07:09:00,12.6,0.6,6.637,13.2,1.2,10.1,,,,12.2,1.0,3.91
