timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-08-01T06:24:30,14.4,1.1,7.244,13.2,1.7,7.542,,,,11.6,0.5,3.36
2021-08-02T06:30:30,13.6,1.1,7.986,12.8,1.2,7.844,,,,12.6,0.6,2.656
2021-08-03T05:59:00,13.4,1.3,12.707,13.4,1.3,12.707,,,,13.2,1.8,3.723
2021-08-04T06:07:00,13.4,1.1,8.324,13.0,1.1,9.582,,,,13.8,1.1,3.708
2021-08-05T06:06:00,14.0,1.0,8.375,13.0,1.1,12.468,,,,12.0,0.4,2.622
2021-08-06T05:03:30,14.4,0.8,6.961,13.8,1.0,7.945,,,,14.2,0.5,2.896
2021-08-07T05:13:30,15.2,1.3,5.642,14.8,0.8,3.544,,,,-1.0,0.0,1.645
2021-08-08T06:01:30,15.4,1.2,5.147,15.4,1.4,3.845,,,,11.4,1.1,2.634
2021-08-09T03:59:00,13.6,1.3,7.063,13.6,1.3,7.063,,,,-1.0,0.0,2.243
2021-08-10T05:43:30,12.6,0.4,7.058,12.8,1.5,11.684,,,,13.0,1.9,5.105
2021-08-11T05:30:30,14.2,0.8,6.732,13.0,1.6,15.309,,,,14.8,1.6,4.321
2021-08-12T05:20:30,13.8,0.9,4.955,13.4,1.2,13.017,,,,12.6,1.0,3.815
2021-08-13T05:17:00,13.6,1.2,6.906,13.0,1.4,14.838,,,,13.4,1.7,3.016
2021-08-14T04:39:30,15.2,1.1,4.465,14.0,1.4,5.467,,,,13.8,0.4,5.735
2021-08-15T06:12:30,13.6,1.0,6.181,13.8,1.3,10.081,,,,13.2,1.0,4.343
2021-08-16T05:36:00,14.2,1.1,9.42,13.6,1.1,13.3,,,,16.2,1.1,3.179
2021-08-17T04:25:30,14.4,1.0,7.011,12.8,1.1,12.307,,,,12.0,0.6,3.5
2021-08-18T04:57:00,13.2,0.4,10.596,13.4,1.6,8.59,,,,13.8,1.6,4.245
2021-08-19T05:24:30,13.6,0.9,6.276,13.6,1.3,11.945,,,,13.0,0.5,2.612
2021-08-20T06:00:00,13.4,0.8,6.595,13.0,1.1,12.529,,,,15.2,3.2,3.677
2021-08-27T05:28:30,13.8,1.4,8.728,13.4,1.4,11.42,,,,-1.0,0.0,2.405
2021-08-28T06:26:30,13.4,1.3,8.801,13.4,1.3,8.801,,,,15.0,1.6,3.13
2021-08-29T06:32:30,14.0,0.8,11.868,13.8,1.4,9.29,,,,14.0,1.3,3.062
2021-08-30T06:30:30,13.6,0.8,10.801,12.8,1.3,17.793,,,,13.6,2.3,5.01
2021-08-31T06:14:30,13.2,1.1,14.967,13.2,1.1,14.967,,,,13.0,0.9,4.774
