timestamp,rmssd,coverage,low_frequency,high_frequency
2021-12-10T00:10:00,30.208,0.892,497.794,231.182
2021-12-10T00:15:00,43.821,0.966,621.38,561.395
2021-12-10T00:20:00,57.713,0.939,1179.163,1165.648
2021-12-10T00:25:00,69.11,1.001,1888.668,1249.9
2021-12-10T00:30:00,46.127,0.984,1669.166,418.593
2021-12-10T00:35:00,43.649,0.91,1112.357,240.842
2021-12-10T00:40:00,48.285,0.997,1537.545,422.631
2021-12-10T00:45:00,44.157,0.956,725.115,520.281
2021-12-10T00:50:00,57.204,0.983,3120.359,783.039
2021-12-10T00:55:00,35.494,1.003,1012.182,291.002
2021-12-10T01:00:00,31.065,1.001,1131.811,269.345
2021-12-10T01:05:00,26.8,1.003,903.147,268.302
2021-12-10T01:10:00,27.864,1.004,548.958,240.571
2021-12-10T01:15:00,93.246,0.829,4927.751,3371.935
2021-12-10T01:20:00,68.573,1.004,1178.803,1978.052
2021-12-10T02:00:00,49.917,0.852,1732.904,665.698
2021-12-10T02:05:00,32.748,0.997,1096.684,208.621
2021-12-10T02:10:00,44.301,0.92,1190.074,421.377
2021-12-10T02:15:00,51.99,0.958,2947.801,602.03
2021-12-10T02:20:00,42.538,0.972,4205.308,463.815
2021-12-10T02:25:00,34.221,1.004,1131.198,317.219
2021-12-10T02:30:00,42.094,0.977,1124.808,632.36
2021-12-10T02:35:00,32.938,1.002,566.427,255.75
2021-12-10T02:40:00,36.124,1.002,509.965,353.409
2021-12-10T02:45:00,36.952,0.936,562.122,512.955
2021-12-10T02:50:00,48.328,1.005,2261.798,413.76
2021-12-10T02:55:00,39.436,1.002,4238.835,335.393
2021-12-10T03:00:00,46.776,0.899,1770.167,650.817
2021-12-10T03:05:00,47.746,0.98,1376.084,838.664
2021-12-10T03:10:00,23.558,1.004,373.041,60.358
2021-12-10T03:15:00,19.986,0.964,1473.713,65.35
2021-12-10T03:20:00,19.441,1.003,609.418,63.414
2021-12-10T03:25:00,19.253,0.903,944.558,81.838
2021-12-10T03:30:00,41.188,0.947,2995.976,383.611
2021-12-10T03:35:00,43.949,0.98,2614.775,691.109
2021-12-10T03:40:00,41.102,0.947,1182.139,508.12
2021-12-10T03:45:00,49.374,0.998,3195.983,590.494
2021-12-10T03:50:00,30.421,1.003,849.647,331.283
2021-12-10T03:55:00,32.897,1.002,817.084,287.338
2021-12-10T04:00:00,34.244,0.986,1279.212,314.11
2021-12-10T04:05:00,43.569,1.005,1884.254,423.684
2021-12-10T04:10:00,46.024,0.978,1728.449,445.369
2021-12-10T04:15:00,40.783,1.003,2275.191,384.386
2021-12-10T04:20:00,40.488,1.002,1099.59,394.499
2021-12-10T04:25:00,48.695,0.927,1948.963,407.481
2021-12-10T04:30:00,55.163,0.932,1947.798,503.288
2021-12-10T04:35:00,78.855,0.952,5392.985,1961.333
2021-12-10T04:40:00,44.582,0.96,2452.692,577.51
2021-12-10T04:45:00,17.493,0.939,357.076,52.019
2021-12-10T04:50:00,34.566,0.98,1578.212,226.6
2021-12-10T04:55:00,29.716,0.922,1147.843,115.84
2021-12-10T05:00:00,35.03,1.004,1053.11,274.087
2021-12-10T05:05:00,41.403,0.992,4888.03,355.809
2021-12-10T05:30:00,68.114,0.977,3079.024,1040.279
2021-12-10T05:35:00,55.957,0.97,2341.152,684.333
2021-12-10T05:40:00,68.678,1.001,1958.902,1315.823
2021-12-10T05:45:00,56.301,0.965,2690.524,1082.414
2021-12-10T05:50:00,68.064,0.879,10722.164,802.345
2021-12-10T05:55:00,63.586,0.948,3729.588,957.63
2021-12-10T06:00:00,65.637,1.003,3652.337,663.167
2021-12-10T06:05:00,55.538,1.005,3959.839,473.516
2021-12-10T06:10:00,67.501,0.944,6508.731,1084.593
2021-12-10T06:25:00,34.407,0.852,1086.017,308.564
2021-12-10T23:25:00,24.168,0.993,1845.093,184.563
2021-12-10T23:30:00,40.571,0.981,1015.072,314.161
2021-12-10T23:35:00,47.904,1.003,1394.918,323.888
2021-12-10T23:40:00,46.121,0.992,2893.201,431.957
2021-12-10T23:45:00,57.529,0.986,2204.944,801.058
2021-12-10T23:50:00,96.174,0.966,8710.77,1926.38
2021-12-10T23:55:00,97.915,0.945,15418.874,1777.437
