timestamp,rmssd,coverage,low_frequency,high_frequency
2021-05-21T00:20:00,56.756,0.999,1061.487,1026.197
2021-05-21T00:25:00,57.426,0.989,1487.692,933.011
2021-05-21T00:30:00,50.813,1.004,1126.187,740.074
2021-05-21T00:35:00,51.269,0.993,1459.601,773.921
2021-05-21T00:40:00,47.945,0.989,697.222,512.519
2021-05-21T00:45:00,58.632,0.933,1871.779,953.258
2021-05-21T00:50:00,57.23,1.001,2974.094,807.177
2021-05-21T00:55:00,60.153,1.001,3632.201,1138.591
2021-05-21T01:00:00,58.547,1.004,2290.203,984.785
2021-05-21T01:05:00,46.501,1.003,3579.713,751.355
2021-05-21T01:10:00,13.335,0.937,367.912,44.696
2021-05-21T01:15:00,25.529,1.003,1382.46,178.103
2021-05-21T01:20:00,38.335,0.875,1029.416,289.045
2021-05-21T01:25:00,49.214,0.979,746.664,610.506
2021-05-21T01:30:00,48.111,1.003,1753.426,697.796
2021-05-21T01:35:00,45.286,1.0,2156.82,577.727
2021-05-21T01:40:00,52.091,0.989,1927.605,666.106
2021-05-21T01:45:00,52.314,0.988,2561.702,581.762
2021-05-21T01:50:00,59.925,0.967,1746.094,1009.762
2021-05-21T01:55:00,58.035,0.972,2039.746,794.667
2021-05-21T02:00:00,53.453,1.003,1156.04,1003.316
2021-05-21T02:05:00,56.297,0.986,3883.44,913.928
2021-05-21T02:10:00,53.717,0.991,1448.432,605.044
2021-05-21T02:15:00,53.722,0.852,3429.723,369.452
2021-05-21T02:20:00,85.608,1.001,5213.094,1836.12
2021-05-21T02:25:00,68.97,0.95,3007.205,989.732
2021-05-21T02:30:00,58.28,0.927,3451.921,818.829
2021-05-21T02:35:00,68.449,1.004,2931.334,1049.559
2021-05-21T02:40:00,26.819,0.994,460.245,201.024
2021-05-21T02:45:00,24.54,0.846,1164.729,76.616
2021-05-21T02:50:00,17.3,1.005,812.65,44.57
2021-05-21T02:55:00,14.747,0.995,428.152,41.239
2021-05-21T03:00:00,51.002,0.875,1635.221,770.714
2021-05-21T03:05:00,57.402,0.946,1066.395,487.368
2021-05-21T03:10:00,35.855,0.945,1932.401,296.902
2021-05-21T03:15:00,41.722,1.004,1452.998,524.826
2021-05-21T03:20:00,36.462,1.002,700.357,413.788
2021-05-21T03:25:00,45.53,0.991,1084.512,471.374
2021-05-21T03:30:00,46.849,1.002,870.964,557.66
2021-05-21T03:35:00,57.331,1.005,1492.882,844.268
2021-05-21T03:40:00,50.809,0.99,1223.647,656.902
2021-05-21T03:45:00,47.698,1.003,1201.249,465.466
2021-05-21T03:50:00,45.952,1.003,2073.4,398.952
2021-05-21T03:55:00,61.56,0.84,1818.845,470.219
2021-05-21T04:00:00,73.884,0.986,2145.364,1621.821
2021-05-21T04:05:00,74.838,0.991,1614.168,1260.7
2021-05-21T04:10:00,69.084,0.99,3474.786,1104.586
2021-05-21T04:15:00,72.599,0.995,4474.838,1126.666
2021-05-21T04:20:00,58.812,1.004,2423.495,755.478
2021-05-21T04:25:00,56.491,0.929,3939.68,455.596
2021-05-21T04:30:00,31.483,0.983,1833.285,185.751
2021-05-21T04:35:00,26.426,0.923,719.256,104.896
2021-05-21T04:40:00,27.765,0.981,1754.618,204.544
2021-05-21T04:45:00,21.227,0.95,1199.038,69.493
2021-05-21T04:50:00,66.491,0.997,2715.783,501.33
2021-05-21T04:55:00,45.17,0.905,1629.611,199.219
2021-05-21T05:00:00,40.534,0.945,1947.612,237.669
2021-05-21T05:05:00,51.198,1.001,1806.185,501.244
2021-05-21T05:10:00,31.786,0.968,976.248,190.212
2021-05-21T05:15:00,61.041,0.937,2056.726,819.205
2021-05-21T05:20:00,79.197,0.95,2646.553,1193.404
2021-05-21T05:25:00,45.161,0.954,1601.745,423.157
2021-05-21T05:30:00,60.423,0.96,2110.109,1131.889
2021-05-21T05:35:00,67.248,0.987,3040.216,874.371
2021-05-21T05:40:00,71.769,0.966,2183.739,1152.085
2021-05-21T05:45:00,54.616,0.977,2668.846,717.662
2021-05-21T05:50:00,57.992,1.005,906.133,1252.738
2021-05-21T05:55:00,66.366,0.989,3068.489,1242.996
2021-05-21T06:00:00,53.011,1.003,1393.287,1060.281
2021-05-21T06:05:00,60.811,0.976,4697.297,1162.627
2021-05-21T06:10:00,63.81,0.937,4285.032,1033.913
2021-05-21T06:15:00,42.912,0.881,2031.619,456.372
2021-05-21T06:20:00,40.674,1.002,1322.777,363.508
2021-05-21T06:25:00,35.216,0.837,1371.189,161.141
2021-05-21T23:30:00,49.399,0.924,1829.578,583.231
2021-05-21T23:35:00,52.261,0.976,2499.01,646.102
2021-05-21T23:40:00,46.301,1.003,2149.367,477.573
2021-05-21T23:45:00,30.074,1.001,414.942,224.886
2021-05-21T23:50:00,29.878,1.003,615.975,200.598
2021-05-21T23:55:00,27.585,0.988,1030.157,141.786
