timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-09-01T06:10:30,13.6,1.1,7.184,13.4,1.3,9.432,,,,-1.0,0.0,1.998
2021-09-02T05:19:30,13.8,1.6,4.899,13.6,1.1,10.402,,,,12.4,0.6,2.515
2021-09-04T07:52:00,14.2,0.5,5.722,13.0,1.3,16.299,,,,13.6,1.4,2.985
2021-09-08T03:52:30,14.8,0.6,7.107,14.6,0.8,5.71,,,,-1.0,0.0,2.252
2021-09-09T06:51:00,13.8,1.2,8.302,13.0,1.1,10.856,,,,14.4,1.9,4.692
2021-09-10T07:13:30,13.6,1.1,6.318,12.8,1.4,11.347,,,,11.4,1.0,2.745
2021-09-11T07:15:30,13.4,0.6,11.56,13.2,1.1,12.2,,,,14.2,2.7,4.837
2021-09-12T07:42:30,14.6,1.1,4.689,14.2,1.4,7.092,,,,13.4,1.4,4.168
2021-09-13T06:59:30,13.2,1.3,12.197,13.2,1.3,12.197,,,,13.8,0.9,2.509
2021-09-14T07:08:30,13.4,0.7,7.396,12.8,1.2,10.317,,,,15.2,2.4,2.869
2021-09-15T07:06:00,13.6,0.9,4.531,13.0,1.5,12.566,,,,12.0,0.8,3.194
2021-09-16T07:49:00,12.8,1.1,8.439,12.8,1.1,8.439,,,,12.2,1.0,3.095
2021-09-17T08:07:00,13.4,1.2,6.144,12.2,1.5,8.076,,,,13.0,1.8,4.947
2021-09-18T09:44:00,14.2,1.3,5.395,14.2,1.6,3.951,,,,12.0,0.5,2.866
2021-09-20T06:54:30,13.2,0.9,6.661,13.2,1.2,12.372,,,,12.4,0.7,3.445
2021-09-26T07:44:30,12.8,1.4,8.465,12.8,1.4,8.465,,,,15.4,1.4,4.541
2021-09-27T07:09:00,12.6,1.3,13.909,12.6,1.3,13.909,,,,13.0,3.4,2.987
2021-09-28T07:07:30,13.8,1.0,10.205,13.0,1.2,12.908,,,,15.0,1.9,4.814
2021-09-29T07:37:30,13.6,0.9,8.225,13.4,1.5,12.368,,,,14.2,1.4,3.858
2021-09-30T07:03:30,14.2,1.0,5.588,13.6,1.2,10.574,,,,16.8,1.2,3.105
