timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-01-01T08:36:30,13.0,1.3,8.716,14.2,0.9,2.718,13.0,1.3,8.716,15.6,0.6,4.368
2022-01-02T08:11:30,13.8,1.1,4.283,13.8,1.1,4.283,13.2,1.3,9.683,13.2,1.3,3.96
2022-01-03T06:41:00,13.8,1.0,6.872,14.6,1.2,3.236,13.8,1.0,6.872,21.6,0.4,2.534
2022-01-04T06:40:30,13.2,1.5,9.714,13.8,1.4,3.629,13.2,1.5,9.714,11.8,0.5,2.711
2022-01-05T06:34:30,14.0,1.1,5.948,14.0,1.1,5.948,13.4,1.4,8.12,-1.0,0.0,1.886
2022-01-06T06:13:00,14.0,1.2,5.114,14.0,1.2,5.114,13.6,1.3,7.892,13.6,2.1,5.023
2022-01-07T06:34:30,13.4,1.3,5.066,13.4,1.3,5.066,13.2,1.3,8.526,12.8,0.7,2.823
2022-01-08T07:59:00,13.2,1.1,6.496,13.2,1.1,6.496,13.4,1.4,8.024,11.8,1.2,3.727
2022-01-09T07:36:00,14.4,1.4,6.457,15.4,1.0,2.782,14.4,1.4,6.457,13.2,0.9,2.81
2022-01-10T06:20:30,14.0,1.2,4.807,14.0,1.2,4.807,13.2,1.2,9.591,-1.0,0.0,2.167
2022-01-11T06:28:00,14.6,0.9,6.01,14.6,0.9,6.01,14.4,1.2,5.314,-1.0,0.0,2.362
2022-01-11T18:44:30,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.293,-1.0,0.0,0.0
2022-01-12T05:49:30,19.2,0.5,6.134,19.2,0.5,6.134,17.2,1.1,3.88,-1.0,0.0,1.283
2022-01-24T06:03:30,13.8,0.8,6.131,13.8,0.8,6.131,13.6,1.2,14.867,13.4,0.8,2.605
2022-01-25T06:24:30,14.4,1.1,9.584,14.4,1.1,9.584,13.6,1.4,11.209,12.8,2.4,2.577
2022-01-26T06:20:30,13.8,1.0,8.354,13.8,1.0,8.354,13.4,1.0,11.151,10.4,0.6,3.767
2022-01-27T06:33:30,13.4,0.8,5.506,13.4,0.8,5.506,13.2,1.2,9.708,12.8,1.8,4.983
2022-01-28T06:10:30,13.6,1.1,8.721,13.6,1.1,8.721,13.0,1.5,8.884,15.8,0.7,2.837
