timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-05-01T07:03:30,14.2,1.2,6.32,13.4,1.1,6.484,,,,12.6,1.5,3.437
2021-05-02T05:10:30,14.2,0.8,4.684,16.0,1.5,5.871,,,,13.0,0.6,3.079
2021-05-03T05:22:00,14.8,1.1,6.202,15.2,1.0,5.075,,,,14.4,0.6,3.037
2021-05-03T07:16:00,15.2,1.0,7.033,15.2,1.2,5.955,,,,14.4,0.6,2.915
2021-05-04T07:16:00,13.6,1.2,6.972,13.6,1.2,6.972,,,,13.2,1.4,2.626
2021-05-05T06:30:30,13.8,0.7,5.39,13.2,1.1,11.414,,,,14.6,1.0,4.582
2021-05-06T06:26:30,13.8,1.0,5.266,13.2,1.4,11.271,,,,-1.0,0.0,1.586
2021-05-07T07:05:30,13.4,1.0,8.388,13.2,1.2,7.596,,,,13.6,1.9,4.149
2021-05-08T06:41:30,14.2,1.5,4.789,13.2,1.6,6.842,,,,15.4,1.4,5.502
2021-05-09T05:47:00,13.4,1.3,16.142,13.4,1.3,16.142,,,,12.8,0.6,3.054
2021-05-10T06:20:00,12.6,1.1,8.371,12.8,1.3,18.209,,,,11.4,4.3,2.823
2021-05-11T06:43:00,14.2,1.4,8.267,13.8,1.5,5.014,,,,-1.0,0.0,2.086
2021-05-12T06:29:30,13.4,0.9,8.184,13.4,1.4,11.577,,,,15.0,0.5,2.916
2021-05-13T04:52:30,14.2,1.1,5.645,13.4,1.4,6.988,,,,14.6,1.3,3.063
2021-05-14T04:33:30,13.6,1.0,6.644,13.0,1.1,6.619,,,,12.4,1.0,2.557
2021-05-15T05:06:00,14.0,1.0,6.231,13.2,1.5,8.949,,,,15.4,0.5,3.56
2021-05-16T05:30:30,13.8,1.0,5.951,12.8,1.2,6.004,,,,14.6,2.4,2.894
2021-05-17T07:02:30,13.6,1.2,6.897,13.6,1.1,8.526,,,,15.8,0.8,3.908
2021-05-18T05:31:30,16.0,0.9,7.064,-1.0,0.0,2.44,,,,-1.0,0.0,2.135
2021-05-20T05:59:30,15.8,1.3,5.87,15.2,1.3,7.406,,,,-1.0,0.0,1.899
2021-05-21T06:34:00,15.0,1.0,5.301,14.4,1.1,6.814,,,,-1.0,0.0,2.176
2021-05-22T07:42:30,13.8,1.5,10.69,13.8,1.5,10.69,,,,-1.0,0.0,2.423
2021-05-23T06:46:00,16.6,1.0,5.621,15.6,1.2,4.751,,,,13.2,0.5,2.916
2021-05-24T06:00:30,13.0,0.7,8.326,13.4,1.3,8.777,,,,12.6,0.7,2.543
2021-05-25T06:11:00,14.8,1.0,8.759,14.6,0.9,8.035,,,,14.8,0.7,2.788
2021-05-26T06:31:30,13.2,1.2,6.759,13.0,1.8,10.465,,,,14.2,2.5,4.0
2021-05-27T06:41:30,14.4,1.4,4.896,14.2,1.2,6.72,,,,-1.0,0.0,2.452
2021-05-28T06:36:30,13.4,0.7,5.512,13.6,1.0,14.52,,,,13.6,0.6,2.618
2021-05-29T06:42:00,15.8,1.4,4.876,14.4,1.4,4.535,,,,-1.0,0.0,1.935
2021-05-30T07:20:30,14.4,0.8,7.834,14.8,1.5,7.126,,,,13.0,1.1,3.797
2021-05-31T07:15:00,14.0,0.6,4.629,13.4,1.3,12.663,,,,12.2,1.6,2.915
