timestamp,rmssd,coverage,low_frequency,high_frequency
2021-03-02T00:00:00,91.307,0.966,2095.147,2131.818
2021-03-02T00:05:00,75.377,1.003,918.921,1601.601
2021-03-02T00:10:00,75.137,0.998,2565.807,1421.244
2021-03-02T00:15:00,84.036,0.922,3577.132,1653.641
2021-03-02T00:20:00,78.187,1.001,6038.753,1932.561
2021-03-02T00:25:00,30.886,1.004,445.416,163.221
2021-03-02T00:30:00,39.097,0.927,1058.615,126.146
2021-03-02T00:35:00,57.868,0.939,1815.964,1003.492
2021-03-02T00:40:00,70.27,0.939,5334.065,979.86
2021-03-02T00:45:00,77.291,0.997,3721.034,2353.042
2021-03-02T00:50:00,77.38,0.997,1385.014,2054.827
2021-03-02T00:55:00,78.624,1.001,1053.819,1849.701
2021-03-02T01:00:00,89.898,0.926,1688.904,1474.021
2021-03-02T01:05:00,94.811,0.959,3848.735,1825.999
2021-03-02T01:10:00,103.763,0.904,3887.276,1470.063
2021-03-02T01:15:00,99.081,0.888,3665.881,1144.258
2021-03-02T01:20:00,110.262,0.945,8257.29,2696.109
2021-03-02T01:25:00,98.394,0.939,4958.045,1697.002
2021-03-02T01:30:00,90.825,0.992,1635.197,1980.452
2021-03-02T01:35:00,91.373,0.963,3658.228,1293.255
2021-03-02T01:40:00,93.07,0.944,3936.353,1972.207
2021-03-02T01:45:00,108.048,0.952,3200.746,1935.301
2021-03-02T01:50:00,111.452,0.937,4506.661,2090.809
2021-03-02T01:55:00,78.231,0.983,2615.123,913.561
2021-03-02T02:00:00,19.505,0.901,1036.792,83.363
2021-03-02T02:10:00,80.316,0.943,1710.393,636.622
2021-03-02T02:15:00,23.73,0.972,482.543,75.938
2021-03-02T02:20:00,79.791,0.799,2389.428,579.407
2021-03-02T02:45:00,111.706,0.712,3477.92,1419.084
2021-03-02T02:50:00,106.56,0.94,5768.976,2504.776
2021-03-02T02:55:00,98.717,0.919,2882.8,2072.862
2021-03-02T03:00:00,82.564,0.85,1626.974,1416.732
2021-03-02T03:05:00,110.253,0.962,2490.562,2211.351
2021-03-02T03:10:00,106.387,1.004,1282.977,2168.528
2021-03-02T03:15:00,103.531,0.95,3207.622,2148.187
2021-03-02T03:20:00,126.408,0.99,4341.308,2156.541
2021-03-02T03:25:00,105.778,1.006,1289.529,1937.0
2021-03-02T03:30:00,65.721,1.0,264.82,353.126
2021-03-02T03:35:00,57.456,1.002,385.589,445.59
2021-03-02T03:40:00,54.16,1.003,1215.59,749.819
2021-03-02T03:45:00,48.482,1.002,425.246,306.801
2021-03-02T03:50:00,84.907,0.934,3991.527,1040.478
2021-03-02T03:55:00,70.713,1.004,3102.803,1246.458
2021-03-02T04:00:00,41.073,0.994,1462.967,271.413
2021-03-02T04:05:00,40.459,0.987,2577.653,240.757
2021-03-02T04:10:00,44.49,0.954,3529.245,353.759
2021-03-02T04:15:00,57.887,0.947,1969.223,433.854
2021-03-02T04:20:00,55.736,0.988,2875.515,588.835
2021-03-02T04:25:00,63.769,1.002,1642.389,1017.821
2021-03-02T04:30:00,58.365,1.002,1389.55,1127.498
2021-03-02T04:35:00,58.318,1.003,1018.46,989.009
2021-03-02T04:40:00,56.805,0.998,5318.236,713.984
2021-03-02T04:45:00,54.37,0.986,898.322,604.139
2021-03-02T04:50:00,67.127,0.93,2002.596,755.299
2021-03-02T04:55:00,56.668,1.002,1466.567,662.564
2021-03-02T05:00:00,56.042,0.915,1449.122,387.06
2021-03-02T05:05:00,27.103,0.985,917.084,134.708
2021-03-02T05:10:00,38.033,0.909,1974.966,412.436
2021-03-02T05:15:00,40.258,0.835,713.515,354.758
2021-03-02T05:20:00,47.526,0.943,957.753,456.238
2021-03-02T05:25:00,53.329,0.984,6415.287,909.634
2021-03-02T05:30:00,50.742,0.962,1852.965,520.146
2021-03-02T05:35:00,48.058,0.921,1499.835,409.738
2021-03-02T05:40:00,76.335,0.977,1000.289,1114.543
2021-03-02T05:45:00,63.848,0.989,2174.722,908.426
2021-03-02T05:50:00,42.652,1.002,1267.177,451.671
2021-03-02T05:55:00,61.905,0.99,1303.039,848.565
2021-03-02T06:00:00,57.937,1.0,1978.694,829.407
2021-03-02T06:05:00,55.07,0.993,1375.653,872.064
2021-03-02T06:10:00,59.395,0.997,1464.897,911.554
2021-03-02T06:15:00,54.791,0.986,806.257,662.012
2021-03-02T06:20:00,47.782,0.929,1277.034,644.268
2021-03-02T06:25:00,68.299,0.968,3106.517,1110.285
2021-03-02T06:30:00,59.093,0.977,3247.203,460.373
2021-03-02T06:35:00,47.529,0.993,1135.547,652.335
2021-03-02T06:40:00,58.162,0.976,3032.351,1126.48
2021-03-02T06:45:00,63.979,0.978,4595.152,841.915
2021-03-02T06:50:00,55.323,0.981,3094.399,849.517
2021-03-02T06:55:00,77.22,0.812,1373.937,807.662
2021-03-02T07:00:00,62.447,0.901,2231.17,578.488
2021-03-02T21:50:00,54.996,0.89,1716.744,794.202
2021-03-02T21:55:00,65.825,0.956,2474.226,1183.155
2021-03-02T22:00:00,60.336,0.978,1455.611,830.573
2021-03-02T22:05:00,52.209,0.98,572.478,681.127
2021-03-02T22:10:00,64.605,0.964,1340.963,869.565
2021-03-02T22:15:00,92.46,0.984,1387.853,1644.347
2021-03-02T22:20:00,69.668,0.98,3239.665,907.215
2021-03-02T22:25:00,94.781,0.875,3820.894,2005.055
2021-03-02T22:30:00,69.827,1.005,2696.529,1087.602
2021-03-02T22:35:00,64.286,0.989,706.082,1158.232
2021-03-02T22:40:00,70.573,0.895,2961.932,739.642
2021-03-02T22:45:00,71.572,0.961,1433.155,1229.309
2021-03-02T22:50:00,85.577,0.991,4374.113,1749.953
2021-03-02T22:55:00,100.786,0.911,8053.591,1382.659
2021-03-02T23:00:00,48.883,0.998,662.459,517.188
2021-03-02T23:05:00,31.166,0.927,1986.993,195.055
2021-03-02T23:10:00,36.4,0.968,392.571,347.098
2021-03-02T23:15:00,24.783,0.952,508.055,61.479
2021-03-02T23:25:00,56.082,0.863,3240.787,354.296
2021-03-02T23:30:00,44.27,0.958,2401.138,302.144
2021-03-02T23:35:00,64.89,0.92,4216.181,626.035
2021-03-02T23:40:00,68.547,1.002,2543.736,1203.314
2021-03-02T23:45:00,68.796,1.004,884.134,1367.239
2021-03-02T23:50:00,86.807,0.986,7712.981,2300.256
2021-03-02T23:55:00,101.486,0.977,8919.414,2206.041
