timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-10-01T07:33:30,13.8,1.0,7.361,13.2,1.3,10.194,,,,13.0,0.5,2.869
2021-10-03T07:04:30,14.6,1.0,4.432,13.6,1.0,6.611,,,,-1.0,0.0,2.243
2021-10-04T07:19:30,13.6,1.1,7.174,13.2,1.4,11.081,,,,13.6,0.4,2.513
2021-10-05T07:17:30,13.4,1.2,6.221,13.0,1.1,11.698,,,,12.8,2.2,3.484
2021-10-08T07:41:00,13.6,1.2,6.75,13.0,1.1,7.715,,,,12.8,0.8,2.837
2021-10-11T07:14:00,14.8,1.2,4.8,14.0,1.4,15.715,,,,14.0,2.5,4.41
2021-10-12T07:24:30,12.0,0.5,4.538,12.6,1.5,12.064,,,,15.6,0.4,3.479
2021-10-13T07:08:00,14.4,1.0,7.131,13.8,1.2,10.613,,,,13.4,1.9,3.049
2021-10-14T07:24:00,14.0,1.7,7.065,13.4,1.4,11.673,,,,15.0,2.4,3.086
2021-10-15T07:26:00,13.0,1.1,11.686,13.0,1.1,11.686,,,,13.8,0.7,3.14
2021-10-16T07:39:30,15.4,1.4,4.512,14.8,1.4,4.787,,,,-1.0,0.0,2.109
2021-10-17T07:32:00,13.4,0.9,5.701,13.2,1.0,11.312,,,,13.2,2.3,4.373
2021-10-18T06:21:30,12.8,0.9,10.573,12.6,1.7,7.218,,,,13.2,1.0,2.868
2021-10-19T06:21:30,13.6,1.2,5.688,13.2,1.2,9.788,,,,-1.0,0.0,2.021
2021-10-20T06:17:30,13.4,1.4,6.509,13.2,1.5,7.373,,,,-1.0,0.0,2.394
2021-10-21T07:01:30,13.6,1.0,6.543,13.0,1.1,8.41,,,,13.8,1.5,4.38
2021-10-22T07:02:30,13.8,1.2,10.934,13.4,1.7,10.27,,,,15.0,0.7,2.816
2021-10-23T06:33:00,13.6,1.3,6.046,13.4,1.2,10.344,,,,16.0,2.8,3.844
2021-10-24T06:42:30,0.0,0.0,0.0,-1.0,0.0,0.0,,,,-1.0,0.0,0.0
2021-10-25T06:41:30,13.6,0.8,4.847,14.0,1.2,11.726,,,,13.0,1.2,3.01
2021-10-26T06:30:30,14.0,0.9,6.737,13.2,1.5,10.336,,,,13.2,0.7,2.767
2021-10-27T06:10:30,13.6,1.2,7.138,12.8,1.5,12.057,,,,13.4,2.6,4.54
2021-10-28T07:13:30,12.4,0.8,8.386,13.4,1.2,12.895,,,,16.0,2.4,4.249
2021-10-29T06:48:30,13.8,1.2,5.279,13.2,1.2,9.871,,,,12.6,2.8,3.21
2021-10-30T04:49:30,15.6,0.9,5.164,14.8,1.4,4.286,,,,-1.0,0.0,1.631
2021-10-31T07:53:30,14.0,0.8,8.433,13.8,1.5,9.759,,,,15.2,1.5,3.101
